variable,count,mean,std,min,25%,50%,75%,max,original
dummy1,10.0,-0.00198370038275131,0.005941730334999419,-0.0094269835933846,-0.006207359186846825,-0.00273791448812925,0.000891404851238775,0.0102517729725839,0.0012249406705515
dummy2,10.0,0.00019736773507065975,0.013351001861307563,-0.0282571948634871,-0.0038420607098567,0.00069729052902995,0.0065859470084260255,0.0217396059079169,-0.0282571948634871
x1,10.0,2.6481173855213327,9.14847358478089,-3.4892910141351203,-1.013347908905218,0.32645772457320726,1.659102993274283,28.20524818667139,28.20524818667139
x2,10.0,11.337155156302558,23.46617728086522,-6.608926448227164,0.6425692231424462,3.350273414718499,10.61815523790424,75.04861510394129,75.04861510394129
x3,10.0,1.2529001422381223,5.986220903653357,-3.5034625278746203,-1.3081979548274825,-0.31744306641648623,0.40525802452167103,17.756077526010873,17.756077526010873
